Orderid,Orderdate,Priority,Returned,Customerid
MX-2013-TB2159593-41483,41483,High,No,TB-2159593
MX-2013-TC2098018-41349,41349,Medium,No,TC-2098018
MX-2013-TC2098082-41418,41418,High,No,TC-2098082
MX-2013-TC2098082-41639,41639,Medium,No,TC-2098082
MX-2013-TC2114582-41446,41446,High,No,TC-2114582
MX-2013-TC2129582-41577,41577,Medium,No,TC-2129582
MX-2013-TC2147528-41537,41537,Medium,No,TC-2147528
MX-2013-TC2153531-41466,41466,Critical,No,TC-2153531
MX-2013-TG2131036-41430,41430,High,No,TG-2131036
MX-2013-TG2131082-41401,41401,High,No,TG-2131082
MX-2013-TG2164018-41502,41502,Medium,No,TG-2164018
MX-2013-TH2110036-41626,41626,Medium,No,TH-2110036
MX-2013-TH2110039-41553,41553,Medium,No,TH-2110039
MX-2013-TH2111518-41639,41639,Medium,No,TH-2111518
MX-2013-TH2111582-41346,41346,Medium,No,TH-2111582
MX-2013-TH2123536-41581,41581,High,No,TH-2123536
MX-2013-TH2123539-41629,41629,Low,No,TH-2123539
MX-2013-TH2123582-41541,41541,Medium,No,TH-2123582
MX-2013-TH2155082-41374,41374,High,No,TH-2155082
MX-2013-TM2149051-41300,41300,High,No,TM-2149051
MX-2013-TN2104039-41278,41278,Critical,No,TN-2104039
MX-2013-TN2104082-41346,41346,Medium,No,TN-2104082
MX-2013-TP2141582-41597,41597,Medium,No,TP-2141582
MX-2013-TP2156531-41394,41394,High,No,TP-2156531
MX-2013-TP2156536-41558,41558,Low,No,TP-2156536
MX-2013-TP2156539-41340,41340,Medium,No,TP-2156539
MX-2013-TP2156582-41415,41415,Medium,No,TP-2156582
MX-2013-TR2132518-41530,41530,Medium,No,TR-2132518
MX-2013-TR2132539-41443,41443,High,No,TR-2132539
MX-2013-TS2108539-41594,41594,Medium,No,TS-2108539
MX-2013-TS2108593-41445,41445,Medium,No,TS-2108593
MX-2013-TS2120518-41480,41480,Medium,No,TS-2120518
MX-2013-TS2134039-41354,41354,High,No,TS-2134039
MX-2013-TS2134082-41443,41443,High,No,TS-2134082
MX-2013-TS2134082-41566,41566,Medium,No,TS-2134082
MX-2013-TS2143051-41607,41607,Low,No,TS-2143051
MX-2013-TS2150582-41339,41339,Medium,No,TS-2150582
MX-2013-TS2161031-41431,41431,Medium,No,TS-2161031
MX-2013-TS2161082-41318,41318,Medium,No,TS-2161082
MX-2013-TS2161082-41432,41432,Medium,No,TS-2161082
MX-2013-TS2165551-41615,41615,Medium,No,TS-2165551
MX-2013-TT2107082-41619,41619,High,No,TT-2107082
MX-2013-TT2126539-41560,41560,Medium,No,TT-2126539
MX-2013-TT2146031-41437,41437,Critical,No,TT-2146031
MX-2013-TW2102582-41587,41587,High,No,TW-2102582
MX-2013-TZ2144551-41632,41632,Medium,No,TZ-2144551
MX-2013-VF2171518-41591,41591,Critical,No,VF-2171518
MX-2013-VF2171555-41542,41542,Medium,No,VF-2171555
MX-2013-VF2171598-41529,41529,High,No,VF-2171598
MX-2013-VG2179082-41502,41502,Medium,No,VG-2179082
MX-2013-VG2180593-41612,41612,High,No,VG-2180593
MX-2013-VM2168531-41635,41635,Critical,No,VM-2168531
MX-2013-VM2168539-41520,41520,High,No,VM-2168539
MX-2013-VM2168582-41512,41512,Medium,No,VM-2168582
MX-2013-VP2173026-41430,41430,High,No,VP-2173026
MX-2013-VP2173093-41523,41523,High,No,VP-2173093
MX-2013-VP2176082-41598,41598,High,No,VP-2176082
MX-2013-WB2185018-41381,41381,Medium,No,WB-2185018
MX-2013-WB2185039-41528,41528,Medium,No,WB-2185039
MX-2013-YC2189518-41368,41368,Medium,No,YC-2189518
MX-2013-YC2189539-41494,41494,Medium,No,YC-2189539
MX-2013-YS2188093-41566,41566,Medium,No,YS-2188093
MX-2013-ZD2192582-41604,41604,Low,No,ZD-2192582
MX-2014-AA1031582-41675,41675,Medium,No,AA-1031582
MX-2014-AA1064531-41810,41810,High,No,AA-1064531
MX-2014-AA1064582-41993,41993,High,No,AA-1064582
MX-2014-AA1064598-41889,41889,Critical,No,AA-1064598
MX-2014-AB1001518-41836,41836,High,No,AB-1001518
MX-2014-AB1006028-41755,41755,High,No,AB-1006028
MX-2014-AB1006039-41979,41979,High,No,AB-1006039
MX-2014-AB1006051-41908,41908,Medium,No,AB-1006051
MX-2014-AB1010528-41963,41963,High,No,AB-1010528
MX-2014-AB1010582-41949,41949,Critical,No,AB-1010582
MX-2014-AB1015039-41814,41814,High,No,AB-1015039
MX-2014-AB1015039-41922,41922,Critical,No,AB-1015039
MX-2014-AB1015082-41863,41863,High,No,AB-1015082
MX-2014-AB1015082-41980,41980,Low,No,AB-1015082
MX-2014-AB1015093-41992,41992,High,No,AB-1015093
MX-2014-AB1025531-41998,41998,Medium,No,AB-1025531
MX-2014-AB1060028-41671,41671,Low,No,AB-1060028
MX-2014-AB1060051-41815,41815,High,No,AB-1060051
MX-2014-AC1042018-41833,41833,High,No,AC-1042018
MX-2014-AC1045036-41748,41748,High,No,AC-1045036
MX-2014-AC1061582-41842,41842,Medium,No,AC-1061582
MX-2014-AC1061582-41887,41887,Low,No,AC-1061582
MX-2014-AC1066082-41765,41765,Medium,No,AC-1066082
MX-2014-AD1018082-41951,41951,Medium,No,AD-1018082
MX-2014-AF1087026-41920,41920,Critical,No,AF-1087026
MX-2014-AF1087028-41943,41943,Medium,No,AF-1087028
MX-2014-AF1087082-41926,41926,Medium,No,AF-1087082
MX-2014-AF1088582-41881,41881,Critical,No,AF-1088582
MX-2014-AG1030036-41874,41874,Medium,No,AG-1030036
MX-2014-AG1033018-41821,41821,Medium,No,AG-1033018
MX-2014-AG1033028-41865,41865,High,No,AG-1033028
MX-2014-AG1033031-41962,41962,Low,No,AG-1033031
MX-2014-AG1039018-41819,41819,Medium,No,AG-1039018
MX-2014-AG1039018-41985,41985,Medium,No,AG-1039018
MX-2014-AG1039080-41942,41942,High,No,AG-1039080
MX-2014-AG1039082-41907,41907,Medium,No,AG-1039082
MX-2014-AG1049551-41927,41927,Medium,No,AG-1049551
MX-2014-AG1052539-41776,41776,Medium,No,AG-1052539
MX-2014-AG1067518-41749,41749,Medium,No,AG-1067518
MX-2014-AG1067518-41969,41969,Medium,No,AG-1067518
MX-2014-AG10765141-41783,41783,Medium,No,AG-10765141
MX-2014-AG1076518-41720,41720,Medium,No,AG-1076518
MX-2014-AG1076518-42003,42003,Medium,No,AG-1076518
MX-2014-AG1076536-41768,41768,Medium,No,AG-1076536
MX-2014-AG1076539-41803,41803,Medium,No,AG-1076539
MX-2014-AG1076539-41887,41887,Medium,Yes,AG-1076539
MX-2014-AG1090018-41880,41880,High,No,AG-1090018
MX-2014-AH1003039-41776,41776,Medium,No,AH-1003039
MX-2014-AH1012082-41703,41703,Medium,No,AH-1012082
MX-2014-AH1012082-41867,41867,High,No,AH-1012082
MX-2014-AH1021018-41745,41745,High,No,AH-1021018
MX-2014-AH1021036-41755,41755,Medium,No,AH-1021036
MX-2014-AH1046593-42004,42004,High,No,AH-1046593
MX-2014-AH1058518-41971,41971,Medium,No,AH-1058518
MX-2014-AH1069082-41779,41779,Low,No,AH-1069082
MX-2014-AH1069093-41990,41990,High,Yes,AH-1069093
MX-2014-AJ1078082-41752,41752,High,No,AJ-1078082
MX-2014-AJ1094531-41786,41786,Medium,No,AJ-1094531
MX-2014-AJ1096031-41801,41801,High,Yes,AJ-1096031
MX-2014-AJ1096036-41803,41803,Critical,No,AJ-1096036
MX-2014-AO1081082-41961,41961,High,No,AO-1081082
MX-2014-AP1091593-41921,41921,High,No,AP-1091593
MX-2014-AR1040582-41818,41818,Low,No,AR-1040582
MX-2014-AR1040582-41821,41821,Medium,No,AR-1040582
MX-2014-AR1051093-41812,41812,High,No,AR-1051093
MX-2014-AR1054036-41954,41954,Medium,No,AR-1054036
MX-2014-AR1082518-41944,41944,High,No,AR-1082518
MX-2014-AS1009018-41809,41809,High,No,AS-1009018
MX-2014-AS1009036-41725,41725,Medium,No,AS-1009036
MX-2014-AS1009082-41732,41732,High,No,AS-1009082
MX-2014-AS1009093-41795,41795,Medium,No,AS-1009093
MX-2014-AS1009098-41916,41916,Medium,No,AS-1009098
MX-2014-AS1013582-41697,41697,Medium,No,AS-1013582
MX-2014-AS1022518-41928,41928,Low,No,AS-1022518
MX-2014-AS1022582-41849,41849,Medium,No,AS-1022582
MX-2014-AS1024018-41908,41908,Medium,No,AS-1024018
MX-2014-AS1024031-41815,41815,Medium,No,AS-1024031
MX-2014-AS1028582-41685,41685,High,No,AS-1028582
MX-2014-AS10630141-41741,41741,Medium,No,AS-10630141
MX-2014-AT1043582-41667,41667,Medium,No,AT-1043582
MX-2014-AT1043582-41739,41739,High,No,AT-1043582
MX-2014-AT1043582-41842,41842,Medium,No,AT-1043582
MX-2014-AT1043598-41766,41766,Medium,No,AT-1043598
MX-2014-AT1073531-41877,41877,Medium,No,AT-1073531
MX-2014-AW1084082-41716,41716,Medium,No,AW-1084082
MX-2014-AW1084082-41942,41942,Medium,No,AW-1084082
MX-2014-AW1084093-41765,41765,Medium,No,AW-1084093
MX-2014-AY1055593-41730,41730,Medium,No,AY-1055593
MX-2014-AZ1075082-41908,41908,Medium,No,AZ-1075082
MX-2014-BB1099016-41849,41849,Medium,No,BB-1099016
MX-2014-BB1099082-41916,41916,Medium,No,BB-1099082
MX-2014-BB1154518-41957,41957,Low,No,BB-1154518
MX-2014-BC1112528-42001,42001,High,No,BC-1112528
MX-2014-BC1112551-41889,41889,Medium,No,BC-1112551
MX-2014-BD1132082-41979,41979,Medium,No,BD-1132082
MX-2014-BD1150018-41927,41927,Medium,No,BD-1150018
MX-2014-BD1162026-41874,41874,High,No,BD-1162026
MX-2014-BD1162082-41944,41944,Medium,No,BD-1162082
MX-2014-BD1163551-41944,41944,Medium,No,BD-1163551
MX-2014-BD1163582-41678,41678,Medium,No,BD-1163582
MX-2014-BD1172551-41933,41933,High,No,BD-1172551
MX-2014-BD1177018-41730,41730,High,No,BD-1177018
MX-2014-BD1177039-41817,41817,Medium,No,BD-1177039
MX-2014-BE1133516-41993,41993,Medium,No,BE-1133516
MX-2014-BE1133531-41931,41931,Medium,No,BE-1133531
MX-2014-BE1133536-41858,41858,High,No,BE-1133536
MX-2014-BE1133551-41895,41895,High,No,BE-1133551
MX-2014-BE1145531-41650,41650,Medium,Yes,BE-1145531
MX-2014-BF1097518-41839,41839,High,No,BF-1097518
MX-2014-BF1100518-41713,41713,Medium,No,BF-1100518
MX-2014-BF1102093-41950,41950,High,No,BF-1102093
MX-2014-BF1108039-41966,41966,Medium,No,BF-1108039
MX-2014-BF1108082-41801,41801,Medium,No,BF-1108082
MX-2014-BF1117039-41996,41996,Medium,No,BF-1117039
MX-2014-BF1117051-41878,41878,Medium,No,BF-1117051
MX-2014-BF1117082-41710,41710,High,No,BF-1117082
MX-2014-BF1121598-41887,41887,Medium,No,BF-1121598
MX-2014-BG1103518-41997,41997,Medium,No,BG-1103518
MX-2014-BG1103536-41724,41724,High,No,BG-1103536
MX-2014-BG1103551-41815,41815,Critical,No,BG-1103551
MX-2014-BG1103551-41888,41888,Medium,No,BG-1103551
MX-2014-BG1103582-41905,41905,Medium,No,BG-1103582
MX-2014-BG1169518-41772,41772,Critical,No,BG-1169518
MX-2014-BH1171039-41930,41930,High,No,BH-1171039
MX-2014-BH1171065-41981,41981,High,No,BH-1171065
MX-2014-BM1114018-41657,41657,Low,No,BM-1114018
MX-2014-BM1114028-41843,41843,Low,No,BM-1114028
MX-2014-BM1114055-41961,41961,Medium,Yes,BM-1114055
MX-2014-BM1157531-41997,41997,High,No,BM-1157531
MX-2014-BM1157537-42003,42003,Medium,No,BM-1157537
MX-2014-BM1165031-41934,41934,High,No,BM-1165031
MX-2014-BM1165036-41870,41870,Medium,No,BM-1165036
MX-2014-BM1178582-41976,41976,High,No,BM-1178582
MX-2014-BN114705-41961,41961,Critical,No,BN-114705
MX-2014-BN1147051-41984,41984,Low,No,BN-1147051
MX-2014-BN1147082-41703,41703,Critical,No,BN-1147082
MX-2014-BN1151526-41937,41937,High,No,BN-1151526
MX-2014-BN1151582-41748,41748,Medium,No,BN-1151582
MX-2014-BN1151593-41908,41908,High,No,BN-1151593
MX-2014-BO1142518-41716,41716,Critical,No,BO-1142518
MX-2014-BO1142531-42001,42001,Medium,No,BO-1142531
MX-2014-BO1142582-41958,41958,High,No,BO-1142582
MX-2014-BP1105082-41704,41704,Medium,No,BP-1105082
MX-2014-BP1109536-41968,41968,High,No,BP-1109536
MX-2014-BP1109565-41815,41815,High,No,BP-1109565
MX-2014-BP1115531-41944,41944,Medium,No,BP-1115531
MX-2014-BP1115582-41699,41699,Medium,No,BP-1115582
MX-2014-BP1118518-41920,41920,Medium,No,BP-1118518
MX-2014-BP1118582-41795,41795,Medium,No,BP-1118582
MX-2014-BP1118582-41923,41923,Medium,No,BP-1118582
MX-2014-BP1123031-41965,41965,High,No,BP-1123031
MX-2014-BP1129016-41975,41975,Medium,No,BP-1129016
MX-2014-BP1129031-41949,41949,High,No,BP-1129031
MX-2014-BP1129036-41685,41685,High,No,BP-1129036
MX-2014-BS1136518-41821,41821,Medium,No,BS-1136518
MX-2014-BS1138026-41985,41985,High,No,BS-1138026
MX-2014-BS113805-41947,41947,High,No,BS-113805
MX-2014-BS1166528-41826,41826,Medium,No,BS-1166528
MX-2014-BS1166593-41814,41814,Medium,No,BS-1166593
MX-2014-BT1130518-41705,41705,High,No,BT-1130518
MX-2014-BT1130526-41964,41964,High,No,BT-1130526
MX-2014-BT1139582-41748,41748,High,No,BT-1139582
MX-2014-BT1148528-41887,41887,High,No,BT-1148528
MX-2014-BT1148550-41977,41977,Medium,No,BT-1148550
MX-2014-BT1148582-41922,41922,Medium,No,BT-1148582
MX-2014-BT1148593-41706,41706,Medium,No,BT-1148593
MX-2014-BT1153031-41984,41984,Medium,No,BT-1153031
MX-2014-BW1111082-41677,41677,High,No,BW-1111082
MX-2014-BW1111082-41851,41851,High,No,BW-1111082
MX-2014-BW1120018-41842,41842,High,No,BW-1120018
MX-2014-BW1120082-41979,41979,Medium,No,BW-1120082
MX-2014-CA1226551-41795,41795,Medium,No,CA-1226551
MX-2014-CA1231031-41795,41795,Medium,No,CA-1231031
MX-2014-CA1231082-41805,41805,High,No,CA-1231082
MX-2014-CA1277531-41809,41809,High,No,CA-1277531
MX-2014-CA1277555-41912,41912,Medium,No,CA-1277555
MX-2014-CB1202593-41912,41912,High,No,CB-1202593
MX-2014-CB1241593-41979,41979,Low,No,CB-1241593
MX-2014-CB1253539-41794,41794,Medium,No,CB-1253539
MX-2014-CC1210018-41930,41930,Medium,No,CC-1210018
MX-2014-CC1210018-41949,41949,High,No,CC-1210018
MX-2014-CC1210082-41837,41837,High,No,CC-1210082
MX-2014-CC1214580-41961,41961,Medium,No,CC-1214580
MX-2014-CC1222036-41702,41702,Medium,No,CC-1222036
MX-2014-CC1243082-41976,41976,Medium,No,CC-1243082
MX-2014-CC1247518-41886,41886,Medium,No,CC-1247518
MX-2014-CC1247518-41986,41986,Medium,No,CC-1247518
MX-2014-CC1255039-41709,41709,Medium,No,CC-1255039
MX-2014-CC1255082-41961,41961,Medium,No,CC-1255082
MX-2014-CC1261082-41818,41818,High,No,CC-1261082
MX-2014-CC1267028-41942,41942,High,No,CC-1267028
MX-2014-CC1267093-41773,41773,High,No,CC-1267093
MX-2014-CD1192082-41998,41998,Medium,No,CD-1192082
MX-2014-CD1198051-41991,41991,High,No,CD-1198051
MX-2014-CD1198082-41967,41967,High,No,CD-1198082
MX-2014-CD1228018-41648,41648,Medium,No,CD-1228018
MX-2014-CD1228036-41892,41892,High,No,CD-1228036
MX-2014-CD1279018-41943,41943,Medium,No,CD-1279018
MX-2014-CG1204031-41977,41977,Medium,Yes,CG-1204031
MX-2014-CH1207018-41936,41936,Medium,No,CH-1207018
MX-2014-CJ1187539-41788,41788,Medium,No,CJ-1187539
MX-2014-CJ118755-41783,41783,Medium,No,CJ-118755
MX-2014-CK1259528-41857,41857,Medium,No,CK-1259528
MX-2014-CL1189036-41926,41926,Medium,No,CL-1189036
MX-2014-CL1189051-41957,41957,Low,No,CL-1189051
MX-2014-CL1256526-41801,41801,Medium,No,CL-1256526
MX-2014-CL1270082-41817,41817,Medium,No,CL-1270082
MX-2014-CL1270082-41900,41900,High,No,CL-1270082
MX-2014-CM1181555-41916,41916,High,No,CM-1181555
MX-2014-CM1181582-41906,41906,Medium,No,CM-1181582
MX-2014-CM1183093-41982,41982,Low,No,CM-1183093
MX-2014-CM1211516-41852,41852,High,No,CM-1211516
MX-2014-CM121155-41885,41885,Medium,No,CM-121155
MX-2014-CM1219082-41982,41982,High,No,CM-1219082
MX-2014-CM1219082-41985,41985,High,No,CM-1219082
MX-2014-CM1223528-41782,41782,High,No,CM-1223528
MX-2014-CM1223539-41967,41967,Medium,No,CM-1223539
MX-2014-CM1223593-41741,41741,Medium,No,CM-1223593
MX-2014-CM1238531-41691,41691,High,No,CM-1238531
MX-2014-CM1244554-41808,41808,High,No,CM-1244554
MX-2014-CM1244582-41829,41829,Critical,No,CM-1244582
MX-2014-CM1265593-41745,41745,Low,No,CM-1265593
MX-2014-CM1271518-41950,41950,High,No,CM-1271518
MX-2014-CM1271539-41715,41715,Low,No,CM-1271539
MX-2014-CM1271582-41885,41885,Critical,No,CM-1271582
MX-2014-Co1264039-41837,41837,Medium,No,Co-1264039
MX-2014-Co1264082-41705,41705,High,No,Co-1264082
MX-2014-CP12085143-41792,41792,Medium,No,CP-12085143
MX-2014-CP1208531-41908,41908,High,No,CP-1208531
MX-2014-CP1208539-41962,41962,Low,No,CP-1208539
MX-2014-CP1234018-41804,41804,Medium,No,CP-1234018
MX-2014-CP1234036-41762,41762,High,No,CP-1234036
MX-2014-CP1234036-41895,41895,Medium,No,CP-1234036
MX-2014-CR1273028-41993,41993,Medium,No,CR-1273028
MX-2014-CR12820143-41811,41811,Medium,No,CR-12820143
MX-2014-CR1282018-41807,41807,Critical,No,CR-1282018
MX-2014-CR1282082-41814,41814,Medium,No,CR-1282082
MX-2014-CR1282093-41930,41930,High,No,CR-1282093
MX-2014-CS11860143-41913,41913,Critical,No,CS-11860143
MX-2014-CS1186031-41695,41695,High,No,CS-1186031
MX-2014-CS1186051-41942,41942,Medium,No,CS-1186051
MX-2014-CS1186051-41948,41948,Medium,No,CS-1186051
MX-2014-CS1186082-41976,41976,Medium,No,CS-1186082
MX-2014-CS1195018-41797,41797,High,No,CS-1195018
MX-2014-CS1195039-41769,41769,Medium,No,CS-1195039
MX-2014-CS1195082-41796,41796,High,No,CS-1195082
MX-2014-CS1225051-41647,41647,Medium,No,CS-1225051
MX-2014-CS1225093-41854,41854,Low,No,CS-1225093
MX-2014-CS1235531-41835,41835,Medium,No,CS-1235531
MX-2014-CS1235551-41952,41952,Medium,No,CS-1235551
MX-2014-CS1240028-41886,41886,High,No,CS-1240028
MX-2014-CS1240031-41863,41863,Medium,No,CS-1240031
MX-2014-CS1246051-41948,41948,Medium,No,CS-1246051
MX-2014-CS1249082-41763,41763,High,No,CS-1249082
MX-2014-CS1249082-41808,41808,Medium,No,CS-1249082
MX-2014-CS1250582-41917,41917,Medium,No,CS-1250582
MX-2014-CS1250593-41935,41935,Medium,No,CS-1250593
MX-2014-CW1190539-41977,41977,Medium,No,CW-1190539
MX-2014-CW1190593-41788,41788,Medium,Yes,CW-1190593
MX-2014-CY1274582-42002,42002,Medium,No,CY-1274582
MX-2014-DB1291036-41942,41942,High,No,DB-1291036
MX-2014-DB1321036-41961,41961,High,No,DB-1321036
MX-2014-DB1336055-41818,41818,Medium,No,DB-1336055
MX-2014-DB1361582-41713,41713,High,No,DB-1361582
MX-2014-DB1361582-41883,41883,Medium,No,DB-1361582
MX-2014-DC1285082-41692,41692,Medium,No,DC-1285082
MX-2014-DC1328518-41751,41751,Medium,Yes,DC-1328518
MX-2014-DC1328551-41885,41885,Medium,No,DC-1328551
MX-2014-DD1357082-41803,41803,Medium,No,DD-1357082
MX-2014-DE1325536-41962,41962,Medium,No,DE-1325536
MX-2014-DE1325582-41793,41793,Medium,No,DE-1325582
MX-2014-DE1325598-41880,41880,High,No,DE-1325598
MX-2014-DF1313582-41698,41698,Medium,No,DF-1313582
MX-2014-DF1313582-41954,41954,Critical,No,DF-1313582
MX-2014-DG1330082-41878,41878,Medium,No,DG-1330082
MX-2014-DH1307593-41989,41989,High,No,DH-1307593
MX-2014-DH1367582-41828,41828,Low,No,DH-1367582
MX-2014-DJ1342039-41647,41647,High,No,DJ-1342039
MX-2014-DJ1351082-41679,41679,Medium,No,DJ-1351082
MX-2014-DJ1351082-41943,41943,Low,No,DJ-1351082
MX-2014-DJ1363028-41935,41935,Medium,No,DJ-1363028
MX-2014-DJ1363036-41963,41963,Medium,No,DJ-1363036
MX-2014-DK1283593-41951,41951,High,No,DK-1283593
MX-2014-DK1298518-41740,41740,Medium,Yes,DK-1298518
MX-2014-DK1298593-41780,41780,High,No,DK-1298593
MX-2014-DK1309031-41777,41777,Medium,No,DK-1309031
MX-2014-DK1315031-41706,41706,Medium,No,DK-1315031
MX-2014-DK1315031-41948,41948,High,No,DK-1315031
MX-2014-DK1315093-41700,41700,Medium,No,DK-1315093
MX-2014-DK1322539-41802,41802,High,No,DK-1322539
MX-2014-DK1337516-41775,41775,High,No,DK-1337516
MX-2014-DK1337531-41965,41965,Medium,No,DK-1337531
MX-2014-DL1286582-41676,41676,Medium,No,DL-1286582
MX-2014-DL1292518-41909,41909,Medium,No,DL-1292518
MX-2014-DL1292531-41898,41898,Medium,No,DL-1292531
MX-2014-DL1292582-41858,41858,High,No,DL-1292582
MX-2014-DL1333026-41884,41884,Medium,No,DL-1333026
MX-2014-DL1333031-41741,41741,High,No,DL-1333031
MX-2014-DL133305-41909,41909,Medium,No,DL-133305
MX-2014-DL1349518-41765,41765,High,No,DL-1349518
MX-2014-DL1349582-41788,41788,High,No,DL-1349582
MX-2014-DL1349593-41703,41703,High,No,DL-1349593
MX-2014-DL1349593-41832,41832,High,No,DL-1349593
MX-2014-DM1295531-41657,41657,Low,No,DM-1295531
MX-2014-DM1295531-41942,41942,Medium,No,DM-1295531
MX-2014-DM1295598-41807,41807,High,Yes,DM-1295598
MX-2014-DM1352582-41755,41755,Medium,No,DM-1352582
MX-2014-DN1369018-41688,41688,Medium,No,DN-1369018
MX-2014-DN1369082-41947,41947,Medium,No,DN-1369082
MX-2014-DO1343582-41700,41700,Medium,No,DO-1343582
MX-2014-DO1364518-41962,41962,High,No,DO-1364518
MX-2014-DO1364518-41998,41998,High,No,DO-1364518
MX-2014-DO1364539-41737,41737,Medium,No,DO-1364539
MX-2014-DP1300018-41909,41909,Medium,No,DP-1300018
MX-2014-DP1310582-41791,41791,Medium,No,DP-1310582
MX-2014-DP1310582-41893,41893,Medium,No,DP-1310582
MX-2014-DP1310598-41727,41727,Medium,No,DP-1310598
MX-2014-DP1316531-41908,41908,High,No,DP-1316531
MX-2014-DP1316593-41656,41656,High,No,DP-1316593
MX-2014-Dp1324026-41744,41744,Medium,No,Dp-1324026
MX-2014-Dp1324082-41901,41901,High,No,Dp-1324082
MX-2014-Dp1324082-41960,41960,Medium,Yes,Dp-1324082
MX-2014-DP1339018-41995,41995,High,No,DP-1339018
MX-2014-DP1339082-41993,41993,Medium,No,DP-1339082
MX-2014-DR1288018-41860,41860,Medium,No,DR-1288018
MX-2014-DR1288082-41714,41714,Medium,No,DR-1288082
MX-2014-DR1288082-41865,41865,Medium,No,DR-1288082
MX-2014-DR1294028-41976,41976,Medium,No,DR-1294028
MX-2014-DR1294036-41826,41826,High,No,DR-1294036
MX-2014-DR1294039-41838,41838,Medium,No,DR-1294039
MX-2014-DR1294082-41971,41971,Medium,No,DR-1294082
MX-2014-DS1303018-41923,41923,Medium,No,DS-1303018
MX-2014-DS1303036-41790,41790,Medium,No,DS-1303036
MX-2014-DS1318082-41789,41789,Medium,No,DS-1318082
MX-2014-DV1304582-41866,41866,Medium,No,DV-1304582
MX-2014-DW1319539-41844,41844,Critical,No,DW-1319539
MX-2014-DW1319582-41912,41912,Medium,No,DW-1319582
MX-2014-DW1354082-41660,41660,Medium,No,DW-1354082
MX-2014-DW1358531-41779,41779,Medium,Yes,DW-1358531
MX-2014-EA1403582-41840,41840,Medium,No,EA-1403582
MX-2014-EA1403582-41932,41932,Medium,No,EA-1403582
MX-2014-EB1370528-41818,41818,Medium,No,EB-1370528
MX-2014-EB1384018-41744,41744,Medium,No,EB-1384018
MX-2014-EB1384082-41707,41707,Medium,No,EB-1384082
MX-2014-EB1393082-41772,41772,Medium,No,EB-1393082
MX-2014-EB1397518-41888,41888,Medium,No,EB-1397518
MX-2014-EB1397593-41958,41958,High,No,EB-1397593
MX-2014-EB1411036-41643,41643,High,No,EB-1411036
MX-2014-EB1411039-41815,41815,Medium,No,EB-1411039
MX-2014-EB14170143-41901,41901,Medium,No,EB-14170143
MX-2014-EB1417036-41711,41711,Medium,No,EB-1417036
MX-2014-ED1388539-41734,41734,Medium,No,ED-1388539
MX-2014-ED1388582-41819,41819,High,No,ED-1388582
MX-2014-EG1390039-41998,41998,Medium,No,EG-1390039
MX-2014-EH1376518-41828,41828,High,No,EH-1376518
MX-2014-EH1394518-41711,41711,High,No,EH-1394518
MX-2014-EH1394518-41853,41853,Medium,No,EH-1394518
MX-2014-EH1394539-41962,41962,Medium,No,EH-1394539
MX-2014-EH1400518-41984,41984,Medium,No,EH-1400518
MX-2014-EH1412531-41901,41901,Medium,No,EH-1412531
MX-2014-EH1412593-41800,41800,Medium,No,EH-1412593
MX-2014-EH1418518-41915,41915,Medium,Yes,EH-1418518
MX-2014-EH1418531-41971,41971,High,No,EH-1418531
MX-2014-EJ1372018-41938,41938,Medium,No,EJ-1372018
MX-2014-EJ1372039-41978,41978,High,No,EJ-1372039
MX-2014-EJ1372082-41913,41913,Medium,No,EJ-1372082
MX-2014-EJ1415531-41770,41770,Medium,No,EJ-1415531
MX-2014-EL1373531-41777,41777,Medium,No,EL-1373531
MX-2014-EL1373536-41817,41817,Low,No,EL-1373536
MX-2014-EM1382539-41796,41796,High,No,EM-1382539
MX-2014-EM1396082-41962,41962,High,No,EM-1396082
MX-2014-EM1396082-41979,41979,Critical,No,EM-1396082
MX-2014-EM1406593-41702,41702,Medium,No,EM-1406593
MX-2014-EM141405-41915,41915,High,No,EM-141405
MX-2014-EM1414082-41744,41744,Medium,No,EM-1414082
MX-2014-EP1391582-41788,41788,Medium,No,EP-1391582
MX-2014-ER1385539-41966,41966,High,No,ER-1385539
MX-2014-ES1402082-41929,41929,High,Yes,ES-1402082
MX-2014-ES1408082-41970,41970,High,No,ES-1408082
MX-2014-ES1408082-42002,42002,High,No,ES-1408082
MX-2014-FA1423055-41976,41976,High,Yes,FA-1423055
MX-2014-FC1424528-41840,41840,Low,No,FC-1424528
MX-2014-FH1427582-41942,41942,Medium,No,FH-1427582
MX-2014-FH1427582-41991,41991,Medium,No,FH-1427582
MX-2014-FH1435082-41834,41834,Medium,No,FH-1435082
MX-2014-FH1435082-41872,41872,Medium,No,FH-1435082
MX-2014-FH1436582-41994,41994,Medium,No,FH-1436582
MX-2014-FH1436593-41901,41901,Medium,No,FH-1436593
MX-2014-FM1421518-41858,41858,High,No,FM-1421518
MX-2014-FM1421531-41865,41865,Medium,No,FM-1421531
MX-2014-FM1429031-41795,41795,Medium,No,FM-1429031
MX-2014-FM1429031-41903,41903,Medium,No,FM-1429031
MX-2014-FM1429055-41894,41894,High,No,FM-1429055
MX-2014-FM1438026-41891,41891,Medium,No,FM-1438026
MX-2014-FO1430582-41991,41991,Medium,No,FO-1430582
MX-2014-FP1432082-41996,41996,Medium,No,FP-1432082
